336,Ba,S,s2,67.34,-4.17,2.16,1.71,2795.82,1394.2,5.66,169.4,88.5,3,1502.48,3.49,148.42,3.85,54.74,97,15.57,33.33,90.6,0.91,18.67,2.8,9.74,150.2,3.47,72,9,18,8,8,1.13,1360.18,609.8,1.52,105.26,37.1,0.96,-496.68,0.95,-252.42,1.67,23.74,-79,-5.15,-13.33,-49.4,-0.51,18.13,2.8,6.28,130.2,-1.69,40,3,-14,-4,-4,-5.21,6.00,2.87,0.00
337,Ba,Se,s2,74.70,-4.10,1.95,1.92,3036,1496,8.38,216.29,92.6,3.14,1443.8,3.62,142.96,3.98,55.69,98,14.96,31.19,65.6,0.52,20.44,10.8,13.55,166.52,3.44,90,10,18,8,6,0.92,1120,508,-1.2,58.37,33,0.82,-438,0.82,-246.96,1.54,22.79,-80,-4.54,-11.19,-24.4,-0.12,16.36,-5.2,2.47,113.88,-1.66,22,2,-14,-4,-2,-5.21,6.00,2.87,0.00
338,Ba,Te,s2,89.07,-3.58,1.60,2.39,3339,1724.72,9.83,264.93,96.7,3.34,1372.1,3.82,138.15,4.18,59.74,99,14.22,28.6,39.4,0.4,20.75,2.8,25.5,190.83,2.99,108,11,18,8,6,0.45,817,279.28,-2.65,9.73,28.9,0.62,-366.3,0.62,-242.15,1.34,18.74,-81,-3.8,-8.6,1.8,0,16.05,2.8,-9.48,89.57,-1.21,4,1,-14,-4,-2,-5.21,6.00,2.87,0.00
339,Sn,O,s2,33.15,-1.77,1.01,2.11,2966.19,559.92,8.74,134.71,44.3,2.14,2022.5,2.35,262.1,2.37,30.3,167,20.96,49.75,802,1.15,66.87,8.7,7.42,293.78,5.4,58,7,30,6,6,-0.69,2785.81,450.32,5.88,102.71,9.7,0.68,-605.3,0.89,-20.1,1.07,2.3,-7,-6.28,-20.49,-758,-0.69,66.33,8.7,6.98,286.96,-1.48,42,3,-2,2,2,-5.21,6.00,2.87,0.00
340,Sn,S,s2,49.65,-0.81,0.54,1,3593.82,897.32,9.38,150.78,52.7,2.43,1708.18,2.89,321.42,2.81,31.8,168,17.7,37.96,92,0.94,66.87,8.7,8.93,300.37,4.54,66,8,30,10,10,0.42,2158.18,112.92,5.24,86.64,1.3,0.39,-290.98,0.35,-79.42,0.63,0.8,-8,-3.02,-8.7,-48,-0.48,66.33,8.7,5.47,280.37,-0.62,34,2,-2,-2,-2,-5.21,6.00,2.87,0.00
341,Sn,Se,s2,55.21,-0.87,0.52,1.21,3834,999.12,12.1,197.67,56.8,2.57,1649.5,3.02,315.96,2.94,32.75,169,17.09,35.82,67,0.55,68.64,16.7,12.74,316.69,4.51,84,9,30,10,8,0.21,1918,11.12,2.52,39.75,-2.8,0.25,-232.3,0.22,-73.96,0.5,-0.15,-9,-2.41,-6.56,-23,-0.09,64.56,0.7,1.66,264.05,-0.59,16,1,-2,-2,0,-5.21,6.00,2.87,0.00
342,Sn,Te,s2,65.51,-0.58,0.04,1.68,4137,1227.84,13.55,246.31,60.9,2.77,1577.8,3.22,311.15,3.14,36.8,170,16.35,33.23,40.8,0.43,68.95,8.7,24.69,341,4.06,102,10,30,10,8,-0.26,1615,-217.6,1.07,-8.89,-6.9,0.05,-160.6,0.02,-69.15,0.3,-4.2,-10,-1.67,-3.97,3.2,0.03,64.25,8.7,-10.29,239.74,-0.14,-2,0,-2,-2,0,-5.21,6.00,2.87,0.00
343,Pb,O,s2,35.84,-1.99,0.54,2.59,2113.19,655.45,12.78,223.2,47.6,2.2,2029.4,2.48,251.1,2.46,32.17,168,21.04,50.15,808.8,1.05,35.57,4.8,4.99,181.31,5.77,90,8,30,6,4,-0.21,1932.81,545.85,9.92,191.2,13,0.74,-598.4,1.02,-31.1,1.16,4.17,-6,-6.2,-20.09,-751.2,-0.79,35.03,4.8,4.55,174.49,-1.11,74,4,-2,2,0,-5.21,6.00,2.87,0.00
344,Pb,S,s2,53.99,-1.09,0.48,1.48,2740.82,992.85,13.42,239.27,56,2.49,1715.08,3.02,310.42,2.9,33.67,169,17.78,38.36,98.8,0.84,35.57,4.8,6.5,187.9,4.91,98,9,30,10,8,0.9,1305.18,208.45,9.28,175.13,4.6,0.45,-284.08,0.48,-90.42,0.72,2.67,-7,-2.94,-8.3,-41.2,-0.58,35.03,4.8,3.04,167.9,-0.25,66,3,-2,-2,-4,-5.21,6.00,2.87,0.00
345,Pb,Se,s2,59.82,-1.14,0.42,1.69,2981,1094.65,16.14,286.16,60.1,2.63,1656.4,3.15,304.96,3.03,34.62,170,17.17,36.22,73.8,0.45,37.34,12.8,10.31,204.22,4.88,116,10,30,10,6,0.69,1065,106.65,6.56,128.24,0.5,0.31,-225.4,0.35,-84.96,0.59,1.72,-8,-2.33,-6.16,-16.2,-0.19,33.26,-3.2,-0.77,151.58,-0.22,48,2,-2,-2,-2,-5.21,6.00,2.87,0.00
346,Pb,Te,s2,70.56,-0.82,0.83,2.16,3284,1323.37,17.59,334.8,64.2,2.83,1584.7,3.35,300.15,3.23,38.67,171,16.43,33.63,47.6,0.33,37.65,4.8,22.26,228.53,4.43,134,11,30,10,6,0.22,762,-122.07,5.11,79.6,-3.6,0.11,-153.7,0.15,-80.15,0.39,-2.33,-9,-1.59,-3.57,10,-0.07,32.95,4.8,-12.72,127.27,0.23,30,1,-2,-2,-2,-5.21,6.00,2.87,0.00
347,O,Zn,s2,20.44,-2.45,0.69,2.14,1270.19,747.53,8.56,81.39,32.4,1.98,2220.3,2.06,141.1,2.18,23.2,156,23.01,53.08,810.2,1.31,116.27,16.9,7.6,118.71,5.09,38,6,28,4,4,0.66,-1089.81,-637.93,-5.7,-49.39,2.2,-0.52,407.5,-0.6,141.1,-0.88,4.8,18,4.23,17.16,749.8,0.53,-115.73,-16.9,-7.16,-111.89,1.79,-22,-2,4,0,0,-5.21,6.00,2.87,0.00
348,O,Cd,s2,27.36,-2.10,0.00,2.35,1130.19,649.06,10.08,128.41,38.8,2.14,2181.6,2.22,141.1,2.36,27.1,157,22.61,52.03,810.8,1.15,97.07,14.7,6.29,103.28,5.13,56,7,28,4,4,0.45,-949.81,-539.46,-7.22,-96.41,-4.2,-0.68,446.2,-0.76,141.1,-1.06,0.9,17,4.63,18.21,749.2,0.69,-96.53,-14.7,-5.85,-96.46,1.75,-40,-3,4,0,0,-5.21,6.00,2.87,0.00
349,O,Hg,s2,30.13,-0.27,0.00,2.42,720.07,289.11,14.98,216.59,41.1,2.22,2320.9,2.33,141.1,2.41,28.82,158,24.06,53.88,829,1.06,8.61,1,2.51,62.71,5.44,88,8,28,4,4,0.38,-539.69,-179.51,-12.12,-184.59,-6.5,-0.76,306.9,-0.87,141.1,-1.11,-0.82,16,3.18,16.36,731,0.78,-8.07,-1,-2.07,-55.89,1.44,-72,-4,4,0,0,-5.21,6.00,2.87,0.00
350,S,Zn,s2,33.29,-0.82,0.00,1.03,1897.82,1084.93,9.2,97.46,40.8,2.27,1905.98,2.6,200.42,2.62,24.7,157,19.75,41.29,100.2,1.1,116.27,16.9,9.11,125.3,4.23,46,7,28,8,8,-0.45,-462.18,-300.53,-5.06,-33.32,10.6,-0.23,93.18,-0.06,200.42,-0.44,6.3,19,0.97,5.37,39.8,0.32,-115.73,-16.9,-5.65,-105.3,0.93,-14,-1,4,4,4,-5.21,6.00,2.87,0.00
351,S,Cd,s2,41.69,-1.04,0.25,1.24,1757.82,986.46,10.72,144.48,47.2,2.43,1867.28,2.76,200.42,2.8,28.6,158,19.35,40.24,100.8,0.94,97.07,14.7,7.8,109.87,4.27,64,8,28,8,8,-0.66,-322.18,-202.06,-6.58,-80.34,4.2,-0.39,131.88,-0.22,200.42,-0.62,2.4,18,1.37,6.42,39.2,0.48,-96.53,-14.7,-4.34,-89.87,0.89,-32,-2,4,4,4,-5.21,6.00,2.87,0.00
352,S,Hg,s2,43.41,0.11,0.00,1.31,1347.7,626.51,15.62,232.66,49.5,2.51,2006.58,2.87,200.42,2.85,30.32,159,20.8,42.09,119,0.85,8.61,1,4.02,69.3,4.58,96,9,28,8,8,-0.73,87.94,157.89,-11.48,-168.52,1.9,-0.47,-7.42,-0.33,200.42,-0.67,0.68,17,-0.08,4.57,21,0.57,-8.07,-1,-0.56,-49.3,0.58,-64,-3,4,4,4,-5.21,6.00,2.87,0.00
353,Se,Zn,s2,38.75,-0.64,0.00,1.24,2138,1186.73,11.92,144.35,44.9,2.41,1847.3,2.73,194.96,2.75,25.65,158,19.14,39.15,75.2,0.71,118.04,24.9,12.92,141.62,4.2,64,8,28,8,6,-0.24,-222,-198.73,-2.34,13.57,14.7,-0.09,34.5,0.07,194.96,-0.31,7.25,20,0.36,3.23,14.8,-0.07,-113.96,-8.9,-1.84,-88.98,0.9,4,0,4,4,2,-5.21,6.00,2.87,0.00
354,Se,Cd,s2,47.44,-0.99,0.00,1.45,1998,1088.26,13.44,191.37,51.3,2.57,1808.6,2.89,194.96,2.93,29.55,159,18.74,38.1,75.8,0.55,98.84,22.7,11.61,126.19,4.24,82,9,28,8,6,-0.45,-82,-100.26,-3.86,-33.45,8.3,-0.25,73.2,-0.09,194.96,-0.49,3.35,19,0.76,4.28,14.2,0.09,-94.76,-6.7,-0.53,-73.55,0.86,-14,-1,4,4,2,-5.21,6.00,2.87,0.00
355,Se,Hg,s2,49.00,-0.07,0.00,1.52,1587.88,728.31,18.34,279.55,53.6,2.65,1947.9,3,194.96,2.98,31.27,160,20.19,39.95,94,0.46,10.38,9,7.83,85.62,4.55,114,10,28,8,6,-0.52,328.12,259.69,-8.76,-121.63,6,-0.33,-66.1,-0.2,194.96,-0.54,1.63,18,-0.69,2.43,-4,0.18,-6.3,7,3.25,-32.98,0.55,-46,-2,4,4,2,-5.21,6.00,2.87,0.00
356,Te,Zn,s2,48.28,-0.17,0.00,1.71,2441,1415.45,13.37,192.99,49,2.61,1775.6,2.93,190.15,2.95,29.7,159,18.4,36.56,49,0.59,118.35,16.9,24.87,165.93,3.75,82,9,28,8,6,0.23,81,29.99,-0.89,62.21,18.8,0.11,-37.2,0.27,190.15,-0.11,11.3,21,-0.38,0.64,-11.4,-0.19,-113.65,-16.9,10.11,-64.67,0.45,22,1,4,4,2,-5.21,6.00,2.87,0.00
357,Te,Cd,s2,57.62,-0.60,0.00,1.92,2301,1316.98,14.89,240.01,55.4,2.77,1736.9,3.09,190.15,3.13,33.6,160,18,35.51,49.6,0.43,99.15,14.7,23.56,150.5,3.79,100,10,28,8,6,0.02,221,128.46,-2.41,15.19,12.4,-0.05,1.5,0.11,190.15,-0.29,7.4,20,0.02,1.69,-12,-0.03,-94.45,-14.7,11.42,-49.24,0.41,4,0,4,4,2,-5.21,6.00,2.87,0.00
358,Te,Hg,s2,58.34,0.02,0.00,1.99,1890.88,957.03,19.79,328.19,57.7,2.85,1876.2,3.2,190.15,3.18,35.32,161,19.45,37.36,67.8,0.34,10.69,1,19.78,109.93,4.1,132,11,28,8,6,-0.05,631.12,488.41,-7.31,-72.99,10.1,-0.13,-137.8,0,190.15,-0.34,5.68,19,-1.43,-0.16,-30.2,0.06,-5.99,-1,15.2,-8.67,0.1,-28,-1,4,4,2,-5.21,6.00,2.87,0.00
359,B,N,s2,10.75,-4.13,1.32,1.94,4352.34,2428.15,3.59,24.82,30.3,1.57,2202.9,1.9,20,1.92,21.9,154,19.83,54.75,244.7,2.07,27.03,0,22.96,510.59,5.08,12,4,28,8,6,-1.48,4197.66,2301.85,1.09,-3.2,-14.9,0.07,-601.7,0.06,34,0.42,-12.7,-10,-9.23,-4.45,-235.3,-0.01,26.97,0,22.24,505.01,-1,-2,0,-2,-2,0,-5.21,6.00,2.87,0.00
360,B,P,s2,19.72,1.50,0.00,0.4,4828,2682.3,4.16,41.78,26.6,1.88,1812.3,2.26,98.7,2.4,21.6,155,15.79,44.88,131.7,1.8,27.23,0,23.23,520.2,4.23,20,5,28,8,8,0.06,3722,2047.7,0.52,-20.16,-11.2,-0.24,-211.1,-0.3,-44.7,-0.06,-12.4,-11,-5.19,5.42,-122.3,0.26,26.77,0,21.97,495.4,-0.15,-10,-1,-2,-2,-2,-5.21,6.00,2.87,0.00
361,B,As,s2,25.02,1.95,0.00,0.81,5151,3455,8.12,85.73,29.2,2.02,1747.6,2.37,104,2.5,17.7,156,15.11,43.78,20.1,1.36,77,3.8,50.3,540.2,4.2,38,6,28,8,6,-0.35,3399,1275,-3.44,-64.11,-13.8,-0.38,-146.4,-0.41,-50,-0.16,-8.5,-12,-4.51,6.52,-10.7,0.7,-23,-3.8,-5.1,475.4,-0.12,-28,-2,-2,-2,0,-5.21,6.00,2.87,0.00
362,B,Sb,s2,32.18,2.09,0.00,0.99,6135,3268.91,9.03,132.57,37.9,2.22,1634.3,2.57,128,2.7,22.83,157,13.94,41.68,15.7,1.24,51.3,2.6,42.43,575.77,4.09,56,7,28,8,6,-0.53,2415,1461.09,-4.35,-110.95,-22.5,-0.58,-33.1,-0.61,-74,-0.36,-13.63,-13,-3.34,8.62,-6.3,0.82,2.7,-2.6,2.77,439.83,-0.01,-46,-3,-2,-2,0,-5.21,6.00,2.87,0.00
363,B,Bi,s2,37.48,2.50,0.00,1.26,6112,2909.59,12.09,219.79,43,2.28,1503.9,2.68,137,2.8,25.9,158,12.59,41.84,18.1,1.15,34.87,0.9,33.6,686.8,4.06,88,8,28,8,6,-0.8,2438,1820.41,-7.41,-198.17,-27.6,-0.64,97.3,-0.72,-83,-0.46,-16.7,-14,-1.99,8.46,-8.7,0.91,19.13,-0.9,11.6,328.8,0.02,-78,-4,-2,-2,0,-5.21,6.00,2.87,0.00
364,Al,N,s2,16.85,-7.69,4.42,2.25,2817.34,996.65,3.95,40.99,39.2,1.93,1979.9,2.35,38,2.37,27.3,155,20.52,48.43,263.1,1.94,237.03,37.7,11.06,293.59,4.65,20,5,28,8,6,-1.17,2662.66,870.35,1.45,12.97,-6,0.43,-824.7,0.51,52,0.87,-7.3,-9,-8.54,-10.77,-216.9,-0.14,236.97,37.7,10.34,288.01,-1.43,6,1,-2,-2,0,-5.21,6.00,2.87,0.00
365,Al,P,s2,32.49,-0.65,0.00,0.71,3293,1250.8,4.52,57.95,35.5,2.24,1589.3,2.71,116.7,2.85,27,156,16.48,38.56,150.1,1.67,237.23,37.7,11.33,303.2,3.8,28,6,28,8,8,0.37,2187,616.2,0.88,-3.99,-2.3,0.12,-434.1,0.15,-26.7,0.39,-7,-10,-4.5,-0.9,-103.9,0.13,236.77,37.7,10.07,278.4,-0.58,-2,0,-2,-2,-2,-5.21,6.00,2.87,0.00
366,Al,As,s2,37.10,-0.39,0.00,1.12,3616,2023.5,8.48,101.9,38.1,2.38,1524.6,2.82,122,2.95,23.1,157,15.8,37.46,38.5,1.23,287,41.5,38.4,323.2,3.77,46,7,28,8,6,-0.04,1864,-156.5,-3.08,-47.94,-4.9,-0.02,-369.4,0.04,-32,0.29,-3.1,-11,-3.82,0.2,7.7,0.57,187,33.9,-17,258.4,-0.55,-20,-1,-2,-2,0,-5.21,6.00,2.87,0.00
367,Al,Sb,s2,47.90,0.18,0.00,1.3,4600,1837.41,9.39,148.74,46.8,2.58,1411.3,3.02,146,3.15,28.23,158,14.63,35.36,34.1,1.11,261.3,40.3,30.53,358.77,3.66,64,8,28,8,6,-0.22,880,29.59,-3.99,-94.78,-13.6,-0.22,-256.1,-0.16,-56,0.09,-8.23,-12,-2.65,2.3,12.1,0.69,212.7,35.1,-9.13,222.83,-0.44,-38,-2,-2,-2,0,-5.21,6.00,2.87,0.00
368,Al,Bi,s2,54.03,0.49,0.00,1.57,4577,1478.09,12.45,235.96,51.9,2.64,1280.9,3.13,155,3.25,31.3,159,13.28,35.52,36.5,1.02,244.87,38.6,21.7,469.8,3.63,96,9,28,8,6,-0.49,903,388.91,-7.05,-182,-18.7,-0.28,-125.7,-0.27,-65,-0.01,-11.3,-13,-1.3,2.14,9.7,0.78,229.13,36.8,-0.3,111.8,-0.41,-70,-3,-2,-2,0,-5.21,6.00,2.87,0.00
369,Ga,N,s2,19.56,-5.34,0.52,2.33,2555.34,366.07,7.16,83.73,42.2,2.01,1981.1,2.33,22,2.56,29.1,156,20.53,50.11,259.7,1.41,40.63,1.8,5.95,258.85,4.85,38,6,28,8,6,-1.09,2400.66,239.77,4.66,55.71,-3,0.51,-823.5,0.49,36,1.06,-5.5,-8,-8.53,-9.09,-220.3,-0.67,40.57,1.8,5.23,253.27,-1.23,24,2,-2,-2,0,-5.21,6.00,2.87,0.00
370,Ga,P,s2,34.62,0.06,0.00,0.79,3031,620.22,7.73,100.69,38.5,2.32,1590.5,2.69,100.7,3.04,28.8,157,16.49,40.24,146.7,1.14,40.83,1.8,6.22,268.46,4,46,7,28,8,8,0.45,1925,-14.38,4.09,38.75,0.7,0.2,-432.9,0.13,-42.7,0.58,-5.2,-9,-4.49,0.78,-107.3,-0.4,40.37,1.8,4.96,243.66,-0.38,16,1,-2,-2,-2,-5.21,6.00,2.87,0.00
371,Ga,As,s2,39.76,0.01,0.00,1.2,3354,1392.92,11.69,144.64,41.1,2.46,1525.8,2.8,106,3.14,24.9,158,15.81,39.14,35.1,0.7,90.6,5.6,33.29,288.46,3.97,64,8,28,8,6,0.04,1602,-787.08,0.13,-5.2,-1.9,0.06,-368.2,0.02,-48,0.48,-1.3,-10,-3.81,1.88,4.3,0.04,-9.4,-2,-22.11,223.66,-0.35,-2,0,-2,-2,0,-5.21,6.00,2.87,0.00
372,Ga,Sb,s2,49.52,0.13,0.00,1.38,4338,1206.83,12.6,191.48,49.8,2.66,1412.5,3,130,3.34,30.03,159,14.64,37.04,30.7,0.58,64.9,4.4,25.42,324.03,3.86,82,9,28,8,6,-0.14,618,-600.99,-0.78,-52.04,-10.6,-0.14,-254.9,-0.18,-72,0.28,-6.43,-11,-2.64,3.98,8.7,0.16,16.3,-0.8,-14.24,188.09,-0.24,-20,-1,-2,-2,0,-5.21,6.00,2.87,0.00
373,Ga,Bi,s2,54.44,0.22,0.00,1.65,4315,847.51,15.66,278.7,54.9,2.72,1282.1,3.11,139,3.44,33.1,160,13.29,37.2,33.1,0.49,48.47,2.7,16.59,435.06,3.83,114,10,28,8,6,-0.41,641,-241.67,-3.84,-139.26,-15.7,-0.2,-124.5,-0.29,-81,0.18,-9.5,-12,-1.29,3.82,6.3,0.25,32.73,0.9,-5.41,77.06,-0.21,-52,-2,-2,-2,0,-5.21,6.00,2.87,0.00
374,In,N,s2,26.38,-4.70,0.00,2.51,2427.34,492.93,8.56,128.83,48.7,2.19,1960.6,2.58,22,2.75,33,157,20.32,48.47,272.1,1.27,81.63,3.4,3.62,229.13,4.82,56,7,28,8,6,-0.91,2272.66,366.63,6.06,100.81,3.5,0.69,-844,0.74,36,1.25,-1.6,-7,-8.74,-10.73,-207.9,-0.81,81.57,3.4,2.9,223.55,-1.26,42,3,-2,-2,0,-5.21,6.00,2.87,0.00
375,In,P,s2,42.88,0.09,0.00,0.97,2903,747.08,9.13,145.79,45,2.5,1570,2.94,100.7,3.23,32.7,158,16.28,38.6,159.1,1,81.83,3.4,3.89,238.74,3.97,64,8,28,8,8,0.63,1797,112.48,5.49,83.85,7.2,0.38,-453.4,0.38,-42.7,0.77,-1.3,-8,-4.7,-0.86,-94.9,-0.54,81.37,3.4,2.63,213.94,-0.41,34,2,-2,-2,-2,-5.21,6.00,2.87,0.00
376,In,As,s2,47.96,-0.05,0.00,1.38,3226,1519.78,13.09,189.74,47.6,2.64,1505.3,3.05,106,3.33,28.8,159,15.6,37.5,47.5,0.56,131.6,7.2,30.96,258.74,3.94,82,9,28,8,6,0.22,1474,-660.22,1.53,39.9,4.6,0.24,-388.7,0.27,-48,0.67,2.6,-9,-4.02,0.24,16.7,-0.1,31.6,-0.4,-24.44,193.94,-0.38,16,1,-2,-2,0,-5.21,6.00,2.87,0.00
377,In,Sb,s2,59.10,0.09,0.00,1.56,4210,1333.69,14,236.58,56.3,2.84,1392,3.25,130,3.53,33.93,160,14.43,35.4,43.1,0.44,105.9,6,23.09,294.31,3.83,100,10,28,8,6,0.04,490,-474.13,0.62,-6.94,-4.1,0.04,-275.4,0.07,-72,0.47,-2.53,-10,-2.85,2.34,21.1,0.02,57.3,0.8,-16.57,158.37,-0.27,-2,0,-2,-2,0,-5.21,6.00,2.87,0.00
378,In,Bi,s2,63.78,0.13,0.00,1.83,4187,974.37,17.06,323.8,61.4,2.9,1261.6,3.36,139,3.63,37,161,13.08,35.56,45.5,0.35,89.47,4.3,14.26,405.34,3.8,132,11,28,8,6,-0.23,513,-114.81,-2.44,-94.16,-9.2,-0.02,-145,-0.04,-81,0.37,-5.6,-11,-1.5,2.18,18.7,0.11,73.73,2.5,-7.74,47.34,-0.24,-34,-1,-2,-2,0,-5.21,6.00,2.87,0.00
379,Tl,N,s2,31.22,-2.91,0.00,3.3,1823.34,640.15,13.1,218.39,51.1,2.23,1991.6,2.63,23,2.83,34.5,158,20.64,50.03,269.9,1.17,46.13,5.6,4.63,164.88,5.08,88,8,28,8,4,-0.12,1668.66,513.85,10.6,190.37,5.9,0.73,-813,0.79,37,1.33,-0.1,-6,-8.42,-9.17,-210.1,-0.91,46.07,5.6,3.91,159.3,-1,74,4,-2,-2,-2,-5.21,6.00,2.87,0.00
380,Tl,P,s2,48.17,0.91,0.00,1.76,2299,894.3,13.67,235.35,47.4,2.54,1601,2.99,101.7,3.31,34.2,159,16.6,40.16,156.9,0.9,46.33,5.6,4.9,174.49,4.23,96,9,28,8,6,1.42,1193,259.7,10.03,173.41,9.6,0.42,-422.4,0.43,-41.7,0.85,0.2,-7,-4.38,0.7,-97.1,-0.64,45.87,5.6,3.64,149.69,-0.15,66,3,-2,-2,-4,-5.21,6.00,2.87,0.00
381,Tl,As,s2,53.02,0.53,0.00,2.17,2622,1667,17.63,279.3,50,2.68,1536.3,3.1,107,3.41,30.3,160,15.92,39.06,45.3,0.46,96.1,9.4,31.97,194.49,4.2,114,10,28,8,4,1.01,870,-513,6.07,129.46,7,0.28,-357.7,0.32,-47,0.75,4.1,-8,-3.7,1.8,14.5,-0.2,-3.9,1.8,-23.43,129.69,-0.12,48,2,-2,-2,-2,-5.21,6.00,2.87,0.00
382,Tl,Sb,s2,63.30,0.43,0.00,2.35,3606,1480.91,18.54,326.14,58.7,2.88,1423,3.3,131,3.61,35.43,161,14.75,36.96,40.9,0.34,70.4,8.2,24.1,230.06,4.09,132,11,28,8,4,0.83,-114,-326.91,5.16,82.62,-1.7,0.08,-244.4,0.12,-71,0.55,-1.03,-9,-2.53,3.9,18.9,-0.08,21.8,3,-15.56,94.12,-0.01,30,1,-2,-2,-2,-5.21,6.00,2.87,0.00
383,Tl,Bi,s2,67.29,0.36,0.00,2.62,3583,1121.59,21.6,413.36,63.8,2.94,1292.6,3.41,140,3.71,38.5,162,13.4,37.12,43.3,0.25,53.97,6.5,15.27,341.09,4.06,164,12,28,8,4,0.56,-91,32.41,2.1,-4.6,-6.8,0.02,-114,0.01,-80,0.45,-4.1,-10,-1.18,3.74,16.5,0.01,38.23,4.7,-6.73,-16.91,0.02,-2,0,-2,-2,-2,-5.21,6.00,2.87,0.00
384,C,Si,s2,16.87,1.06,0.00,0.42,7730,5508,4.59,40.1,25.6,1.88,1872.8,2.23,255.9,2.35,16.68,155,19.41,40.72,3.6,1.41,149.7,0.07,155.2,1074,4.45,20,5,28,8,8,-0.1,2470,2142,-0.07,-16.08,-14.4,-0.34,300,-0.41,-11.3,-0.53,-7.52,-1,3.11,8.04,-1.6,0.01,-146.3,0.07,54.8,356,0.65,-8,-1,0,0,0,-5.21,6.00,2.87,0.00
385,C,Ge,s2,20.94,2.60,0.00,0.69,8207,5036.5,7.58,84.62,27.8,1.99,1848.5,2.28,242.3,2.43,18.18,156,19.16,40.31,6.7,1.03,61.6,0.07,136.8,1049.3,4.56,38,6,28,8,8,-0.37,1993,2613.5,-3.06,-60.6,-16.6,-0.45,324.3,-0.46,2.3,-0.61,-9.02,-2,3.36,8.45,-4.7,0.39,-58.2,0.07,73.2,380.7,0.54,-26,-2,0,0,0,-5.21,6.00,2.87,0.00
386,C,Sn,s2,27.19,2.57,0.00,0.87,7976,4330.12,9.57,130.72,32.6,2.18,1795,2.53,243.3,2.63,20.88,157,18.6,39.01,23,0.94,68.3,8.77,112.2,1005.37,4.51,56,7,28,8,8,-0.55,2224,3319.88,-5.05,-106.7,-21.4,-0.64,377.8,-0.71,1.3,-0.81,-11.72,-3,3.92,9.75,-21,0.48,-64.9,-8.63,97.8,424.63,0.59,-44,-3,0,0,0,-5.21,6.00,2.87,0.00
387,Si,Ge,s2,36.82,0.80,0.00,0.79,5737,2894.5,7.65,100.7,42.2,2.33,1548.5,2.69,253.6,2.96,25.7,157,16.05,32.27,8.3,1.02,207.9,0,82,693.3,3.91,46,7,28,8,8,-0.27,-477,471.5,-2.99,-44.52,-2.2,-0.11,24.3,-0.05,13.6,-0.08,-1.5,-1,0.25,0.41,-3.1,0.38,88.1,0,18.4,24.7,-0.11,-18,-1,0,0,0,-5.21,6.00,2.87,0.00
388,Si,Sn,s2,45.91,0.78,0.00,0.97,5506,2188.12,9.64,146.8,47,2.52,1495,2.94,254.6,3.16,28.4,158,15.49,30.97,24.6,0.93,214.6,8.7,57.4,649.37,3.86,64,8,28,8,8,-0.45,-246,1177.88,-4.98,-90.62,-7,-0.3,77.8,-0.3,12.6,-0.28,-4.2,-2,0.81,1.71,-19.4,0.47,81.4,-8.7,43,68.63,-0.06,-36,-2,0,0,0,-5.21,6.00,2.87,0.00
389,Ge,Sn,s2,49.61,0.35,0.00,1.24,5983,1716.62,12.63,191.32,49.2,2.63,1470.7,2.99,241,3.24,29.9,159,15.24,30.56,27.7,0.55,126.5,8.7,39,624.67,3.97,82,9,28,8,8,-0.18,231,706.38,-1.99,-46.1,-4.8,-0.19,53.5,-0.25,-1,-0.2,-2.7,-1,0.56,1.3,-16.3,0.09,-6.7,-8.7,24.6,43.93,0.05,-18,-1,0,0,0,-5.21,6.00,2.87,0.00
390,Al,Ti,s2,36.91,0.57,0.00,1.15,6300,2868.5,7.24,74.86,34.2,2.5,1235.6,2.88,65,3.62,20.64,116,12.81,32.41,31.7,1.42,258.9,40.3,29.3,716,3.15,35,7,17,7,7,-0.07,-820,-1001.5,-1.84,-20.9,-1,-0.14,-80.4,-0.02,25,-0.38,-0.64,30,-0.83,5.25,14.5,0.38,215.1,35.1,-7.9,-134.4,0.07,-9,-1,9,-1,-1,-5.21,6.00,2.87,0.00
391,Cu,Mg,s2,37.15,0.92,0.00,1.45,4220,2278.6,10.7,87.76,35.2,2.53,1483.1,2.88,-111.7,3.29,21.07,132,15.38,35.33,41.3,1.41,557,83.1,22.09,428.1,3.21,41,7,13,4,4,0.01,1460,434.6,7.22,39.16,-11.6,-0.19,7.7,-0.32,348.3,-0.15,-6.87,-4,0.08,5.25,-8.3,-0.63,245,38.3,4.19,172.9,0.59,17,1,9,0,0,-5.21,6.00,2.87,0.00
392,Ni,Mo,s2,29.38,1.89,0.00,1.28,7917,4622,19.12,154.63,26.3,2.45,1421.6,2.61,207,3.63,15.99,111,14.73,34.63,18.2,0.69,228.7,31.9,53.2,967.9,4.07,70,9,16,9,8,0.1,-1907,-1170,-1.32,-37.25,-4.7,-0.15,51.8,-0.11,15,-0.39,-2.81,11,0.53,1.71,8.6,0.19,-47.3,-2.7,-18.8,-212.9,-0.25,-14,-1,4,-3,-4,-5.21,6.00,2.87,0.00
